variable	CEN	LAB	NW	SW	all	rank_all
swe_oct	0.01444794	0.015868029	0.029237505	0.013525873	0.016038548	8
pcp_sep	0.028867532	0.026043618	0.027715127	0.018473795	0.026026669	4
pcp_oct	0.022861672	0.017760482	0.060525664	0.018149115	0.020487545	7
ndvi_jul	0.006729379	0.009201716	0.010896087	-0.00468785	0.0078459	12
ndvi_aug	-0.001844032	0.022164328	0.058408267	0.03320463	0.020599893	6
ndvi_sep	0.003138769	0.009622778	0.010969602	0.015177761	0.009023932	11
ndvi_oct	0.00509439	0.025422353	0.069831598	0.076286638	0.027702684	3
popRFH	0.01670374	0.028351231	0.150038288	0.026718079	0.031757063	2
popRGH	0.037161073	0.036299212	0.108222249	0.055349583	0.040972149	1
st_sep	0.002705804	0.011471423	0.059445708	0.015257994	0.012443808	9
st_oct	0.039899614	0.018050262	0.066988028	0.049430619	0.026039695	4
swe_sep	0.005123768	0.009792298	0.028320713	0.014151229	0.010148105	10
swe_oct	0.014470404	0.014959483	0.025760039	0.012654796	0.015192629	8
pcp_sep	0.024770658	0.025665096	0.030055995	0.020363831	0.025304279	5
pcp_oct	0.022543947	0.017549145	0.061633771	0.015637654	0.020208392	6
ndvi_jul	0.008139838	0.00948169	0.005859053	-0.002851491	0.008198121	12
ndvi_aug	-0.001219255	0.021703476	0.057334188	0.030755184	0.020168072	7
ndvi_sep	0.002213661	0.009707222	0.013332135	0.015579405	0.009061124	11
ndvi_oct	0.005648254	0.02567519	0.068172723	0.074896015	0.027794354	3
popRFH	0.019432639	0.028990218	0.155286029	0.020400235	0.032388631	2
popRGH	0.036234642	0.036394265	0.103675172	0.05817492	0.040880913	1
st_sep	0.002417355	0.010051442	0.062645113	0.016226215	0.011599717	9
st_oct	0.039882468	0.016760497	0.067100087	0.049263278	0.025105081	5
swe_sep	0.00531438	0.010496229	0.030786675	0.016305862	0.010941258	10
swe_oct	0.014423708	0.016936791	0.028188515	0.012748757	0.01668163	8
pcp_sep	0.026925028	0.026065269	0.032112852	0.021133558	0.026110656	4
pcp_oct	0.023530626	0.017694847	0.063069614	0.019450002	0.020795056	7
ndvi_jul	0.00821469	0.008135148	0.010217969	-0.002719617	0.007456449	12
ndvi_aug	0.000467	0.022636025	0.056722033	0.029060464	0.020974426	6
ndvi_sep	0.001912924	0.009196282	0.012111222	0.013985909	0.008460563	11
ndvi_oct	0.003374904	0.026727913	0.068922906	0.079166381	0.02853413	3
popRFH	0.016351611	0.025603764	0.143583088	0.022568224	0.029088714	2
popRGH	0.032360224	0.035662853	0.122032279	0.054188182	0.040268382	1
st_sep	0.002419372	0.010903992	0.054736653	0.014085754	0.011693218	9
st_oct	0.040286585	0.01758864	0.065818206	0.045772486	0.025500825	5
swe_sep	0.004927722	0.010595272	0.029002438	0.014288984	0.010752544	10
swe_oct	0.014087063	0.017154205	0.026769391	0.014013302	0.016853895	8
pcp_sep	0.026774333	0.02726035	0.030033291	0.022220849	0.026894037	4
pcp_oct	0.021099713	0.016749642	0.059377597	0.02069039	0.019656393	6
ndvi_jul	0.007609295	0.009587934	0.011676911	-0.000130149	0.00863777	11
ndvi_aug	4.70E-05	0.019865025	0.059604453	0.028718727	0.019006797	7
ndvi_sep	0.001240473	0.009508597	0.012181126	0.013417391	0.008556132	12
ndvi_oct	0.006312195	0.027450245	0.068542595	0.080081258	0.029577333	3
popRFH	0.015946027	0.028067018	0.166213649	0.01854858	0.031528095	2
popRGH	0.034768448	0.038527665	0.105729472	0.057242849	0.042209555	1
st_sep	0.003560975	0.010499082	0.060464608	0.014978041	0.011894555	9
st_oct	0.043412983	0.01717319	0.067323741	0.046019997	0.025780898	5
swe_sep	0.004705313	0.010952994	0.029349596	0.014103188	0.01095656	10
swe_oct	0.015272962	0.016784371	0.026024595	0.013016675	0.016636412	8
pcp_sep	0.025286098	0.026709953	0.028890506	0.018376633	0.025940407	4
pcp_oct	0.020909273	0.018069658	0.064197628	0.020703198	0.020775637	6
ndvi_jul	0.0070119	0.008856008	0.010064616	-0.001941824	0.007825934	12
ndvi_aug	-0.002306733	0.021685556	0.059736976	0.027170218	0.019814026	7
ndvi_sep	0.001442763	0.009770616	0.012817212	0.00992716	0.008560742	11
ndvi_oct	0.008209597	0.025279603	0.06898558	0.07494786	0.027963877	3
popRFH	0.016084318	0.027173473	0.166569876	0.014036086	0.030605699	2
popRGH	0.031701064	0.036961349	0.090656188	0.054637091	0.039791416	1
st_sep	0.000797602	0.01076142	0.067364619	0.017177399	0.012103067	9
st_oct	0.042137067	0.017924272	0.070508442	0.04914048	0.026477962	3
swe_sep	0.005408212	0.011209232	0.032178899	0.016947431	0.011588107	10
swe_oct	0.011715138	0.017474552	0.024188488	0.013518678	0.016556804	8
pcp_sep	0.025738057	0.027087895	0.031470936	0.017628136	0.026352866	4
pcp_oct	0.021811648	0.01805368	0.063653958	0.018516219	0.020726231	7
ndvi_jul	0.008075608	0.008628322	0.008662614	-0.003494903	0.007663655	12
ndvi_aug	-0.000883434	0.024241613	0.055463736	0.03099465	0.021961638	6
ndvi_sep	0.002527653	0.010234474	0.012044454	0.012270937	0.009183469	11
ndvi_oct	0.005512612	0.026027089	0.064768741	0.072387612	0.027685856	2
popRFH	0.014809116	0.022589764	0.124806062	0.017862863	0.025498416	5
popRGH	0.028718572	0.035531717	0.145274778	0.048771732	0.040223262	1
st_sep	0.001706785	0.010744123	0.066219097	0.015192272	0.012073658	9
st_oct	0.041199133	0.01788192	0.067228091	0.046762898	0.025983491	5
swe_sep	0.005007142	0.010560311	0.030756208	0.014908803	0.010873469	10
swe_oct	0.012593971	0.017001539	0.025526466	0.014544804	0.016466526	8
pcp_sep	0.024756639	0.026847311	0.030077985	0.018564106	0.026045176	4
pcp_oct	0.023541457	0.018976404	0.059827445	0.016946604	0.021402357	6
ndvi_jul	0.008302462	0.009072649	0.01006923	-0.002336036	0.008174598	12
ndvi_aug	-0.000564486	0.021330747	0.057749325	0.029528172	0.01992837	7
ndvi_sep	0.002586429	0.009333358	0.012833451	0.012353275	0.008585686	11
ndvi_oct	0.004172515	0.026558163	0.063330766	0.078560375	0.028247373	3
popRFH	0.015058582	0.025627374	0.134413857	0.023464277	0.028557149	2
popRGH	0.032202743	0.035863111	0.134913139	0.052588351	0.04089928	1
st_sep	0.001716792	0.009480758	0.061198107	0.014242552	0.010854094	9
st_oct	0.043198027	0.018475571	0.064116948	0.049601681	0.026774658	4
swe_sep	0.005395667	0.010272267	0.026266038	0.015354542	0.010512114	10
swe_oct	0.014269856	0.014831452	0.028898865	0.014731899	0.015346189	8
pcp_sep	0.028174159	0.026386249	0.031652182	0.019454886	0.026391867	5
pcp_oct	0.021574873	0.017820814	0.061721994	0.018188901	0.02037773	7
ndvi_jul	0.008324073	0.009072528	0.010347674	-0.002782334	0.008155864	12
ndvi_aug	0.00044504	0.022482893	0.059466017	0.028196767	0.020901009	6
ndvi_sep	0.001592669	0.009038876	0.012757207	0.013994023	0.008316749	11
ndvi_oct	0.004031262	0.025503983	0.069617199	0.075202964	0.027454047	3
popRFH	0.01620351	0.027667639	0.160370826	0.022744436	0.031313513	2
popRGH	0.034788579	0.037838552	0.110366259	0.060227937	0.042131578	1
st_sep	0.002860575	0.009287728	0.068259974	0.016550945	0.011380103	9
st_oct	0.042388997	0.016245897	0.069781806	0.048662323	0.025219307	5
swe_sep	0.004154466	0.010510647	0.033033143	0.016257925	0.010883905	10
swe_oct	0.013430656	0.016038977	0.029385979	0.011712988	0.015878027	8
pcp_sep	0.026525789	0.026729988	0.030264405	0.020372537	0.026361624	4
pcp_oct	0.022491471	0.017947213	0.066496588	0.017000366	0.020744327	7
ndvi_jul	0.007090011	0.008546967	0.009400857	-0.000855979	0.007645905	12
ndvi_aug	0.002077995	0.021630772	0.060160459	0.03060678	0.020752048	6
ndvi_sep	0.002463804	0.008660594	0.013687871	0.011750681	0.008074039	11
ndvi_oct	0.005511345	0.025208931	0.069646826	0.076613723	0.027611909	3
popRFH	0.016689075	0.024075428	0.138549952	0.02321198	0.027861741	2
popRGH	0.032761988	0.037888624	0.132896227	0.052928361	0.042326717	1
st_sep	0.002428345	0.011249287	0.055876243	0.015665398	0.012091353	9
st_oct	0.039624088	0.017138144	0.067464715	0.049477137	0.025380626	5
swe_sep	0.005172198	0.010071664	0.02774141	0.015439779	0.010413038	10
swe_oct	0.014193631	0.016351655	0.027784825	0.013251997	0.016261664	8
pcp_sep	0.026505488	0.026445523	0.033022948	0.018909632	0.026181775	4
pcp_oct	0.023858564	0.01811364	0.058772902	0.017898806	0.020834758	6
ndvi_jul	0.007027835	0.008582474	0.010526314	-0.001249253	0.007698809	12
ndvi_aug	-0.000360959	0.019904037	0.056180619	0.03030856	0.018895231	7
ndvi_sep	-0.000276015	0.009698982	0.015032265	0.015605778	0.008710688	11
ndvi_oct	0.004357995	0.026145343	0.071526902	0.079141529	0.028365321	3
popRFH	0.016341298	0.028386599	0.153100666	0.027601253	0.031877848	2
popRGH	0.036692893	0.035873566	0.110249062	0.057006176	0.040813256	1
st_sep	0.001680583	0.010035307	0.058596451	0.015552382	0.011191702	9
st_oct	0.03991617	0.017286999	0.063312804	0.050184011	0.02539124	5
swe_sep	0.004662407	0.009569001	0.026553634	0.014445503	0.009862166	10
swe_oct	0.013167956	0.017086993	0.033165371	0.015858044	0.017038515	8
pcp_sep	0.027829673	0.02713019	0.030300535	0.021105291	0.026902944	4
pcp_oct	0.021060831	0.016285864	0.061728166	0.015590318	0.019033601	7
ndvi_jul	0.005523975	0.009486491	0.010703567	-0.001210518	0.00811839	11
ndvi_aug	-0.001126572	0.022238808	0.061639587	0.026404041	0.02044995	6
ndvi_sep	0.002659693	0.008279733	0.010522987	0.01237276	0.00775712	12
ndvi_oct	0.004091189	0.025136916	0.071918267	0.078357136	0.027570739	3
popRFH	0.014670239	0.028083833	0.158172539	0.024523854	0.031404555	2
popRGH	0.035470003	0.036438395	0.105445615	0.053698143	0.040531397	1
st_sep	0.001058542	0.010402372	0.056032384	0.014622039	0.011194426	9
st_oct	0.040384736	0.017721214	0.062977689	0.047806281	0.025599975	4
swe_sep	0.005237847	0.01006329	0.027126098	0.015564572	0.010409766	10
swe_oct	0.013821951	0.015497275	0.030981794	0.015312149	0.015903654	8
pcp_sep	0.026198448	0.024078837	0.031441476	0.020531173	0.024468598	5
pcp_oct	0.023164714	0.017272958	0.059935147	0.018988576	0.020220445	7
ndvi_jul	0.006810655	0.008677052	0.007985028	-0.002164065	0.007582867	12
ndvi_aug	-0.001083159	0.02247334	0.060498944	0.030140569	0.020834434	6
ndvi_sep	0.003930265	0.008564387	0.01374136	0.014740877	0.008462017	11
ndvi_oct	0.002325697	0.024303199	0.06867717	0.075995128	0.026380987	3
popRFH	0.014864799	0.027256259	0.155920615	0.023214847	0.030582124	2
popRGH	0.035964066	0.037015765	0.11101115	0.056730539	0.041525905	1
st_sep	0.002183701	0.010395112	0.062425971	0.014890276	0.011657075	9
st_oct	0.041607047	0.018465145	0.068508726	0.04777171	0.026561777	4
swe_sep	0.006089607	0.010709901	0.026470189	0.018195358	0.011202283	10
swe_oct	0.012664563	0.016669026	0.02622094	0.015533928	0.016367353	8
pcp_sep	0.025224306	0.025450245	0.030741636	0.016946676	0.025012452	5
pcp_oct	0.020375737	0.017482346	0.061893941	0.019904445	0.020079388	7
ndvi_jul	0.007358225	0.008944418	0.009060774	-0.00321293	0.00776862	12
ndvi_aug	-0.000707734	0.022321688	0.054934084	0.030274223	0.020535918	6
ndvi_sep	0.002481318	0.010256376	0.008181804	0.012294678	0.009011917	11
ndvi_oct	0.005974507	0.026228474	0.063565863	0.079088827	0.028356623	2
popRFH	0.016581224	0.024710583	0.117066222	0.01872784	0.027024721	3
popRGH	0.029637981	0.036696384	0.152433197	0.050458073	0.041659539	1
st_sep	0.002470155	0.010067018	0.060950929	0.015117027	0.011462904	9
st_oct	0.041775252	0.016985636	0.067461195	0.047350991	0.025454791	5
swe_sep	0.005450327	0.010577622	0.030221048	0.015247802	0.010927743	10
swe_oct	0.012509492	0.016664519	0.024246925	0.015287287	0.016195281	8
pcp_sep	0.026462639	0.026558191	0.026866863	0.018561351	0.025957644	4
pcp_oct	0.022374445	0.017389577	0.060361363	0.019203195	0.020227328	7
ndvi_jul	0.008409536	0.008480612	0.005749655	-0.002231456	0.007569469	12
ndvi_aug	0.002193545	0.022030218	0.058800011	0.028496645	0.02087258	6
ndvi_sep	0.003875172	0.009035363	0.012661109	0.012354972	0.008578312	11
ndvi_oct	0.005171743	0.025920866	0.060282282	0.079203567	0.027874119	2
popRFH	0.016555779	0.025153607	0.110200086	0.025491987	0.027548242	3
popRGH	0.029244676	0.036048071	0.156635529	0.051512382	0.041383697	1
st_sep	0.001918154	0.009770822	0.063817079	0.014902844	0.011249211	9
st_oct	0.042420926	0.018188998	0.061309006	0.047479518	0.026208738	4
swe_sep	0.005663155	0.009216309	0.028214422	0.016944867	0.010012908	10
swe_oct	0.01302801	0.016473031	0.029398152	0.014781485	0.016337306	8
pcp_sep	0.028986797	0.026559589	0.028930159	0.019351503	0.02653564	3
pcp_oct	0.023227803	0.017480962	0.06333902	0.017651801	0.020434863	6
ndvi_jul	0.007571579	0.008335101	0.005757163	-0.002794435	0.007282598	12
ndvi_aug	0.000297149	0.020803727	0.057320937	0.028484382	0.01961193	7
ndvi_sep	0.001600249	0.008647041	0.011757895	0.013988559	0.008025001	11
ndvi_oct	0.002304832	0.024557628	0.06670325	0.072734055	0.02619995	5
popRFH	0.015957924	0.028031897	0.16105253	0.022906595	0.031613876	2
popRGH	0.034954285	0.035982482	0.110440768	0.061372861	0.04091493	1
st_sep	0.001181608	0.010228811	0.063866565	0.017882615	0.011654117	9
st_oct	0.04143136	0.017689619	0.069028735	0.048324301	0.026034929	4
swe_sep	0.004577244	0.010639498	0.032740976	0.016939519	0.011045695	10
swe_oct	0.012426035	0.016791191	0.024412274	0.013899405	0.016207865	8
pcp_sep	0.026278294	0.025840436	0.029607909	0.020577564	0.025682381	5
pcp_oct	0.020666078	0.017186341	0.063791553	0.018953453	0.019938379	7
ndvi_jul	0.008207018	0.008993856	0.011059592	-0.001640171	0.008176831	12
ndvi_aug	-0.00052426	0.022713569	0.056705302	0.031277627	0.02099408	6
ndvi_sep	0.001960047	0.009742306	0.011402232	0.012747035	0.008749504	11
ndvi_oct	0.004600467	0.025804352	0.058128893	0.073025093	0.02712096	3
popRFH	0.017561336	0.02727519	0.120106567	0.025713395	0.029636979	2
popRGH	0.028653618	0.035299647	0.150972009	0.047268077	0.040187308	1
st_sep	0.002273298	0.010681005	0.056411188	0.014666472	0.011607278	9
st_oct	0.042098748	0.01812902	0.065576606	0.047022677	0.026223173	4
swe_sep	0.004472657	0.009319357	0.027886212	0.0145624	0.009708775	10
swe_oct	0.014632876	0.016607263	0.027262914	0.014758681	0.016627186	8
pcp_sep	0.024921336	0.025408009	0.031428205	0.020578789	0.025221115	5
pcp_oct	0.023550373	0.01774003	0.061921683	0.019358893	0.02075829	6
ndvi_jul	0.007292993	0.008831094	0.00941489	-0.000999017	0.007875664	12
ndvi_aug	-0.001455924	0.020449442	0.064346305	0.029381718	0.019453524	7
ndvi_sep	0.002743115	0.009213622	0.01395202	0.014973214	0.008771956	11
ndvi_oct	0.002392981	0.025311755	0.07190105	0.072626168	0.027025685	3
popRFH	0.017661936	0.028171976	0.154959733	0.024634365	0.031827874	2
popRGH	0.037122323	0.036426392	0.109756962	0.058267145	0.0413087	1
st_sep	0.000853768	0.010224434	0.061686996	0.014360818	0.011250958	9
st_oct	0.0419642	0.017781859	0.066597639	0.046656944	0.025985814	4
swe_sep	0.004064578	0.009405896	0.025606588	0.015787132	0.009708819	10
swe_oct	0.015591117	0.015546901	0.029723258	0.015146298	0.016156022	8
pcp_sep	0.025839392	0.02526015	0.031107787	0.020465406	0.025239028	5
pcp_oct	0.023522739	0.018148451	0.06041129	0.017604792	0.020827137	6
ndvi_jul	0.00750772	0.009274932	0.010387723	-0.003305387	0.008099728	11
ndvi_aug	-0.001587975	0.020315814	0.060110937	0.029860985	0.01916421	7
ndvi_sep	0.001576338	0.008805223	0.012105862	0.013697872	0.008089277	12
ndvi_oct	0.003240079	0.026552147	0.07181568	0.075831729	0.028274633	3
popRFH	0.016400434	0.02744711	0.159194099	0.022708824	0.031125513	2
popRGH	0.035701994	0.03731798	0.111317476	0.057736177	0.04176515	1
st_sep	0.002644574	0.010929528	0.061363515	0.015663529	0.012150073	9
st_oct	0.043349324	0.018526785	0.070140459	0.05096192	0.027242837	4
swe_sep	0.005678795	0.010512712	0.028360983	0.013918553	0.010759614	10
swe_oct	0.013092605	0.015212575	0.028747618	0.012064954	0.015235888	8
pcp_sep	0.027120155	0.027248204	0.0276982	0.020532067	0.026742405	5
pcp_oct	0.023429442	0.017695276	0.057548675	0.019621389	0.020549278	6
ndvi_jul	0.008212128	0.008206668	0.009048471	-0.003060943	0.007441445	12
ndvi_aug	-0.000494401	0.021983155	0.060686687	0.027365487	0.020391344	7
ndvi_sep	0.004522796	0.009812711	0.012987427	0.012941115	0.009327471	11
ndvi_oct	0.00682412	0.02561794	0.071666866	0.071141126	0.027876568	3
popRFH	0.014295599	0.025065014	0.162489963	0.015777281	0.028747419	2
popRGH	0.034231868	0.037534202	0.105642819	0.053364892	0.041102669	1
st_sep	0.001708407	0.011583948	0.06376481	0.016191872	0.012605783	9
st_oct	0.042006172	0.017252122	0.06900067	0.047314997	0.025754795	5
swe_sep	0.004613869	0.009957355	0.029210725	0.016554322	0.010401308	10
swe_oct	0.012490868	0.016504094	0.025275183	0.015337756	0.016144071	8
pcp_sep	0.025711119	0.026126724	0.03170632	0.019927526	0.025826041	4
pcp_oct	0.021565569	0.016663326	0.062018336	0.016146427	0.01946022	7
ndvi_jul	0.007887816	0.008213484	0.008507801	-0.003468038	0.007327425	12
ndvi_aug	0.0008653	0.021302765	0.058434211	0.030177402	0.020207393	6
ndvi_sep	0.003823608	0.009475935	0.014541044	0.013632632	0.009085933	11
ndvi_oct	0.002877749	0.024649261	0.062393168	0.076272495	0.026439103	3
popRFH	0.017192309	0.025312841	0.118643202	0.027765145	0.028275137	2
popRGH	0.030434188	0.034883881	0.149774534	0.049583616	0.040287016	1
st_sep	0.002963902	0.01080078	0.056073741	0.01374562	0.011751127	9
st_oct	0.041837403	0.017075575	0.062421722	0.047523252	0.025307354	4
swe_sep	0.006050837	0.010852393	0.023474156	0.014271188	0.010846015	10
swe_oct	0.013441664	0.016950286	0.026792457	0.015067566	0.016664374	8
pcp_sep	0.026348825	0.025410082	0.02948407	0.019083231	0.025254324	5
pcp_oct	0.024043524	0.018729579	0.059433921	0.021606059	0.021604953	6
ndvi_jul	0.007157536	0.009869215	0.006935874	-0.001162061	0.008518494	11
ndvi_aug	0.000788514	0.021627332	0.057147657	0.026842259	0.020137715	7
ndvi_sep	0.001978108	0.009154575	0.012031532	0.013197456	0.008413832	12
ndvi_oct	0.005498675	0.026151471	0.069147458	0.076130859	0.028266077	3
popRFH	0.016043251	0.028886132	0.150806216	0.016361771	0.031306324	2
popRGH	0.036940921	0.039373533	0.110554454	0.059287666	0.043482759	1
st_sep	0.00172035	0.010317883	0.060367767	0.013144664	0.011314903	9
st_oct	0.039498917	0.018185951	0.068452786	0.045538029	0.025835019	5
swe_sep	0.006514428	0.010485871	0.026224399	0.015060589	0.010849212	10
swe_oct	0.014430236	0.017040246	0.025974887	0.011456021	0.016612864	8
pcp_sep	0.028106888	0.02698288	0.027915522	0.018465322	0.026575465	4
pcp_oct	0.023279757	0.0174056	0.058036278	0.021209994	0.020446108	6
ndvi_jul	0.007594316	0.009179698	0.007565724	-0.002927609	0.00797401	12
ndvi_aug	0.003355784	0.020667036	0.055413092	0.029220719	0.019977641	7
ndvi_sep	0.001609499	0.008986767	0.01131441	0.012704159	0.008147373	11
ndvi_oct	0.005051758	0.024932143	0.066895287	0.080968744	0.027518416	3
popRFH	0.014532203	0.027972474	0.167756925	0.012596254	0.030818652	2
popRGH	0.03452363	0.04057192	0.106058393	0.058269968	0.043765415	1
st_sep	0.000979237	0.009832231	0.05697465	0.015002342	0.010808989	10
st_oct	0.041894809	0.017569492	0.062542332	0.046471842	0.02560836	5
swe_sep	0.006458211	0.010632345	0.029863275	0.014753549	0.01108519	9
swe_oct	0.013818026	0.015692455	0.02978753	0.013545387	0.015821971	8
pcp_sep	0.028867211	0.02731597	0.030252881	0.018957229	0.027087452	4
pcp_oct	0.02198191	0.017872726	0.061777268	0.018658429	0.020520285	6
ndvi_jul	0.007302143	0.009011774	0.010255954	-0.002674965	0.007905795	12
ndvi_aug	-0.000118358	0.021703969	0.061335227	0.02925006	0.020423123	7
ndvi_sep	0.002149009	0.009265475	0.012458378	0.013231805	0.008495233	11
ndvi_oct	0.007603192	0.025833476	0.070678644	0.076128656	0.028456005	3
popRFH	0.013327632	0.026902212	0.159260432	0.014948991	0.029615639	2
popRGH	0.034455162	0.039108272	0.106710904	0.056224321	0.042589022	1
st_sep	0.002208419	0.010698501	0.059984928	0.015849305	0.011889175	9
st_oct	0.041313149	0.017658542	0.062199425	0.049570384	0.025829181	4
swe_sep	0.004302142	0.010100876	0.030215633	0.016011375	0.010444045	10
swe_oct	0.014160031	0.015625759	0.030100674	0.016079246	0.016056612	8
pcp_sep	0.025815869	0.025817313	0.030159945	0.019832046	0.025554713	5
pcp_oct	0.022174016	0.015944449	0.055725929	0.017199593	0.018816795	7
ndvi_jul	0.007544719	0.00941752	0.010196304	-0.000390326	0.00843727	11
ndvi_aug	-0.000391994	0.021357922	0.061078635	0.031539987	0.020271318	6
ndvi_sep	0.002084176	0.008755609	0.014258809	0.0129368	0.008217936	12
ndvi_oct	0.003126675	0.025606996	0.068187574	0.076556359	0.027450028	3
popRFH	0.015348298	0.026352453	0.160212041	0.02579874	0.030433221	2
popRGH	0.036589767	0.035044181	0.105100884	0.056345737	0.03989093	1
st_sep	0.003193953	0.010028476	0.060184876	0.015655523	0.011540697	9
st_oct	0.042137856	0.018503464	0.066521549	0.048736149	0.026634842	4
swe_sep	0.006235582	0.010258401	0.028634314	0.018463844	0.010983725	10
swe_oct	0.012681937	0.016752974	0.030006015	0.015886858	0.016611818	8
pcp_sep	0.027059385	0.027067672	0.030095095	0.018803351	0.026581333	5
pcp_oct	0.024161553	0.017591406	0.061191454	0.019096184	0.020710609	6
ndvi_jul	0.007708908	0.009255982	0.008110842	-0.001423511	0.008180992	12
ndvi_aug	0.000846123	0.020148758	0.060130637	0.028788031	0.019369254	7
ndvi_sep	0.003388211	0.009373887	0.01282254	0.012714797	0.008774115	11
ndvi_oct	0.003237827	0.025720011	0.067306146	0.076507643	0.027456034	3
popRFH	0.017011279	0.028080791	0.165866025	0.022916808	0.032007368	2
popRGH	0.035915553	0.037143599	0.10570663	0.056383232	0.041325744	1
st_sep	0.001339609	0.010675586	0.057972799	0.013442591	0.011430977	9
st_oct	0.041401822	0.017688147	0.069991592	0.048418086	0.026097147	4
swe_sep	0.005057926	0.01037322	0.02684349	0.014532138	0.010530814	10
swe_oct	0.013627707	0.015874812	0.030823154	0.013787866	0.015980034	8
pcp_sep	0.027114762	0.025463534	0.031776581	0.019062645	0.02551289	5
pcp_oct	0.022718146	0.017024131	0.060368947	0.01742567	0.019863175	6
ndvi_jul	0.007025496	0.008232862	0.010260769	-0.003373049	0.00726558	12
ndvi_aug	0.000110581	0.020880213	0.062362326	0.027898814	0.019787159	7
ndvi_sep	0.000704117	0.008985924	0.014283385	0.013284526	0.008162735	11
ndvi_oct	0.003503189	0.024822984	0.068600962	0.074704091	0.026827621	3
popRFH	0.016095988	0.028011534	0.157618313	0.025138298	0.031606352	2
popRGH	0.039233341	0.035770603	0.115027002	0.063211083	0.041814198	1
st_sep	0.002676705	0.010316033	0.061718621	0.015949639	0.011776781	9
st_oct	0.040537981	0.018019013	0.063250943	0.04529792	0.025672419	5
swe_sep	0.004325796	0.010520558	0.027380465	0.014730701	0.010546396	10
swe_oct	0.013603667	0.015924777	0.030561665	0.015432745	0.016161473	8
pcp_sep	0.025607574	0.025962712	0.029076587	0.021442131	0.025707933	4
pcp_oct	0.022399099	0.018336901	0.065059664	0.017243105	0.021002529	6
ndvi_jul	0.007832612	0.009383638	0.011042357	-0.000550323	0.008482862	12
ndvi_aug	-0.001089238	0.02308173	0.056667778	0.028320469	0.0209514	7
ndvi_sep	0.00274847	0.009660411	0.014776303	0.012844239	0.008979551	11
ndvi_oct	0.005428094	0.025265331	0.068605564	0.074351301	0.027438238	3
popRFH	0.016971894	0.025762601	0.158112623	0.02197293	0.029940486	2
popRGH	0.034227527	0.035525724	0.111153861	0.055661263	0.040073199	1
st_sep	0.002051771	0.010889582	0.058113869	0.01565465	0.011882589	9
st_oct	0.040700775	0.01796774	0.065071886	0.047963329	0.02598188	4
swe_sep	0.003874597	0.009869621	0.027152851	0.015042978	0.010040394	10
swe_oct	0.014893718	0.016240988	0.028531704	0.014236662	0.016395966	8
pcp_sep	0.027531659	0.025389877	0.029516565	0.017934491	0.02539649	5
pcp_oct	0.023728383	0.017052688	0.063385479	0.016255509	0.020140575	6
ndvi_jul	0.007477444	0.00921526	0.009507651	-0.002416153	0.008106677	12
ndvi_aug	-0.000505587	0.021525174	0.058060479	0.029807421	0.020099313	7
ndvi_sep	0.002305804	0.009421632	0.015372104	0.012094524	0.00868474	11
ndvi_oct	0.005972252	0.025338305	0.067115681	0.076217259	0.027679179	3
popRFH	0.014109755	0.027230666	0.1633107	0.022215212	0.030740272	2
popRGH	0.036047654	0.036223618	0.106365396	0.055167102	0.040627658	1
st_sep	0.00196717	0.010372984	0.058918412	0.017362823	0.011656936	9
st_oct	0.043324578	0.017822908	0.067708411	0.05041675	0.026538486	4
swe_sep	0.004882544	0.009543967	0.025021107	0.016493136	0.00995435	10
swe_oct	0.015070177	0.015788914	0.031422025	0.014722283	0.016266992	8
pcp_sep	0.025964512	0.025347078	0.027523408	0.019814458	0.025114666	5
pcp_oct	0.022964547	0.016191272	0.059860857	0.017688934	0.019342455	7
ndvi_jul	0.00776774	0.008882982	0.011263667	-0.000983085	0.008090298	12
ndvi_aug	-0.002612244	0.021133942	0.06028019	0.028459203	0.019514702	6
ndvi_sep	0.003934775	0.009359055	0.012646409	0.01254334	0.008845641	11
ndvi_oct	0.005573043	0.024764375	0.067780297	0.076672582	0.027234601	3
popRFH	0.017437341	0.026647432	0.155907493	0.024988504	0.030759686	2
popRGH	0.037503769	0.03683687	0.11593693	0.059481167	0.042057625	1
st_sep	0.001696837	0.010537725	0.05504557	0.013978442	0.011348006	9
st_oct	0.044022569	0.018516766	0.068132792	0.048143791	0.027020207	3
swe_sep	0.003976963	0.010617642	0.029112857	0.014332317	0.010606076	10
swe_oct	0.015782591	0.015834735	0.028308256	0.013932361	0.01626432	8
pcp_sep	0.026838906	0.027345641	0.02989519	0.021099573	0.026911017	4
pcp_oct	0.022651252	0.01738734	0.059378377	0.01887162	0.020220008	6
ndvi_jul	0.006322877	0.008898401	0.011767084	-0.001129135	0.007883787	12
ndvi_aug	-0.001160752	0.020351387	0.058281853	0.029176744	0.019133514	7
ndvi_sep	0.003326272	0.010173639	0.012824033	0.012869298	0.009340806	11
ndvi_oct	0.003794945	0.024549051	0.067072803	0.076063468	0.026736536	5
popRFH	0.016729015	0.028845102	0.16184527	0.022862746	0.032316785	2
popRGH	0.036635243	0.034705277	0.115371748	0.060260294	0.040397614	1
st_sep	0.002471248	0.010782288	0.062210369	0.016517423	0.012130357	9
st_oct	0.044943605	0.01702305	0.069545664	0.046663758	0.026063208	4
swe_sep	0.005630251	0.010687868	0.029310205	0.015647242	0.01103062	10
swe_oct	0.011755921	0.016533282	0.024535309	0.013660327	0.015901816	8
