variable	CEN	LAB	NW	SW	all	rank_all
pcp_oct	0.021504753	0.016721442	0.062020111	0.018193146	0.019591079	7
ndvi_jul	0.005710786	0.008866737	0.008634003	-0.002063218	0.007536736	12
ndvi_aug	-0.000583539	0.021582941	0.064256412	0.027605555	0.020280732	6
ndvi_sep	0.000997993	0.01036618	0.016180083	0.012562021	0.009247909	11
ndvi_oct	0.00758276	0.025913116	0.06817107	0.073497822	0.028179003	3
popRFH	0.019968265	0.031079181	0.157959683	0.01886914	0.034047109	2
popRGH	0.031515137	0.032927835	0.072300704	0.056632291	0.036135831	1
st_sep	0.001640896	0.009784129	0.060566755	0.016369022	0.011164545	9
st_oct	0.041758882	0.017809265	0.066310716	0.052019946	0.02629755	5
swe_sep	0.004729993	0.010152302	0.028282828	0.015229262	0.010406774	10
swe_oct	0.013750766	0.015516654	0.027386622	0.015409066	0.015719675	8
pcp_sep	0.027597114	0.027170026	0.027100505	0.019117288	0.026630114	4
pcp_oct	0.023406239	0.017936687	0.060572256	0.017928021	0.020695795	6
ndvi_jul	0.006527395	0.009000708	0.009712327	-0.002743807	0.007767801	12
ndvi_aug	-0.001895114	0.021329959	0.059963166	0.03106789	0.019889027	7
ndvi_sep	0.002085272	0.010362558	0.011573475	0.016730256	0.009509789	11
ndvi_oct	0.002836948	0.025062867	0.068537576	0.076679227	0.026982643	3
popRFH	0.016978181	0.026333034	0.158726932	0.025215222	0.030536519	2
popRGH	0.034083168	0.037412648	0.111393393	0.057291024	0.041541861	1
st_sep	0.001719384	0.011571694	0.059298614	0.016025237	0.012408668	9
st_oct	0.041592688	0.017696918	0.07094321	0.049368397	0.026231903	5
swe_sep	0.006327316	0.011057632	0.030750926	0.019659622	0.011774565	10
swe_oct	0.012638291	0.017628781	0.025926741	0.015516698	0.017007878	8
pcp_sep	0.026843193	0.027822786	0.03066504	0.019132384	0.027155585	4
pcp_oct	0.022161819	0.017473842	0.066674914	0.01780225	0.020429589	7
ndvi_jul	0.006959725	0.008389928	0.008375797	-0.003872972	0.007253223	12
ndvi_aug	0.000272716	0.022539304	0.056673955	0.03065265	0.020922506	6
ndvi_sep	0.003632581	0.010027879	0.010392196	0.01204573	0.009136532	11
ndvi_oct	0.005537393	0.025719192	0.063656495	0.076978427	0.027723453	2
popRFH	0.016822633	0.024837513	0.117569884	0.024459322	0.027583465	3
popRGH	0.030450404	0.033427749	0.151080451	0.046065912	0.039011545	1
st_sep	0.001006632	0.009540075	0.059170566	0.016668514	0.010848993	9
st_oct	0.040576727	0.017317065	0.059791258	0.04732157	0.025139795	5
swe_sep	0.005440679	0.009548903	0.029466599	0.015181763	0.010161166	10
swe_oct	0.012939296	0.016408004	0.027971499	0.011789712	0.016036927	8
pcp_sep	0.024559326	0.02620081	0.031955557	0.017380818	0.025573352	4
pcp_oct	0.023498033	0.017670548	0.059754387	0.017741642	0.020520156	6
ndvi_jul	0.006530873	0.009568535	0.009698536	-0.00276548	0.008191814	12
ndvi_aug	-0.000353157	0.021308502	0.063916058	0.028656422	0.020144703	7
ndvi_sep	0.001672966	0.009201397	0.012550559	0.010705223	0.008211853	11
ndvi_oct	0.001948715	0.025383487	0.067333497	0.077067246	0.027100704	3
popRFH	0.014182363	0.025739489	0.156551278	0.021759576	0.029351807	2
popRGH	0.032675595	0.037805626	0.114190802	0.05575583	0.041619316	1
st_sep	0.001435815	0.010038198	0.063069408	0.013007359	0.01118214	9
st_oct	0.038843768	0.01701066	0.069434518	0.045283648	0.024964205	5
swe_sep	0.004432846	0.010614632	0.028520413	0.015867816	0.01074295	10
swe_oct	0.012363045	0.016697685	0.027124356	0.011384997	0.016069292	8
pcp_sep	0.026974066	0.027126042	0.033582056	0.018809319	0.026761807	4
pcp_oct	0.023458756	0.017843701	0.062520238	0.017226983	0.020709001	6
ndvi_jul	0.009778793	0.008793436	0.011209519	-0.00163925	0.008287592	12
ndvi_aug	-8.50E-05	0.021124065	0.060069919	0.033275852	0.020226203	7
ndvi_sep	0.002010349	0.009276373	0.015807966	0.015664325	0.008834911	11
ndvi_oct	0.003439529	0.02474234	0.06869996	0.075489794	0.026798705	3
popRFH	0.015589536	0.027679772	0.165669054	0.020786415	0.031305753	2
popRGH	0.034619037	0.038500365	0.107884102	0.056583871	0.042205143	1
st_sep	0.002458179	0.010688298	0.056119505	0.015489952	0.011700655	9
st_oct	0.041198832	0.017978414	0.064913067	0.048865804	0.02608109	5
swe_sep	0.004806329	0.010518914	0.025563156	0.013626248	0.010477416	10
swe_oct	0.013226403	0.016697906	0.031313149	0.015657442	0.016683257	8
pcp_sep	0.02639495	0.027507312	0.03071404	0.019495322	0.0268678	4
pcp_oct	0.023242398	0.01759704	0.057938814	0.017115379	0.020248123	6
ndvi_jul	0.007147095	0.00919094	0.013276511	-0.004193985	0.008084097	12
ndvi_aug	-0.000878466	0.020900242	0.057718597	0.028353565	0.019458586	7
ndvi_sep	0.001869211	0.01001042	0.013147644	0.013886218	0.009088643	11
ndvi_oct	0.004581644	0.025398856	0.072137432	0.075221165	0.027640145	3
popRFH	0.015197381	0.02899299	0.152245505	0.022811069	0.031753281	2
popRGH	0.035904098	0.037651119	0.110398473	0.058966825	0.042103707	1
st_sep	0.000677706	0.010189166	0.061062851	0.0140546	0.011191639	9
st_oct	0.042302648	0.018011001	0.064838436	0.049820925	0.026372024	5
swe_sep	0.004523508	0.01015168	0.027642368	0.015543188	0.010397517	10
swe_oct	0.013844643	0.017315882	0.027730655	0.013406004	0.016911421	8
pcp_sep	0.029000881	0.027693444	0.032519578	0.02046486	0.027569224	3
pcp_oct	0.021676847	0.018096387	0.059189793	0.01781817	0.020496183	6
ndvi_jul	0.007734392	0.008343793	0.010802269	-0.003298772	0.007522605	12
ndvi_aug	-0.000764904	0.020153247	0.062700431	0.029363985	0.019251682	7
ndvi_sep	0.001175512	0.0094039	0.013362218	0.012093005	0.008418739	11
ndvi_oct	0.001638442	0.024815931	0.06640976	0.07789493	0.026641546	4
popRFH	0.013217158	0.027058804	0.158388127	0.024807047	0.030421882	2
popRGH	0.03593295	0.038045628	0.11566328	0.057727592	0.042516214	1
st_sep	0.00269451	0.009855257	0.0612334	0.01471277	0.011331166	9
st_oct	0.041465477	0.016383365	0.068895609	0.048006933	0.025086419	5
swe_sep	0.005482124	0.010138051	0.028638868	0.014577956	0.010503956	10
swe_oct	0.013759902	0.016874555	0.029534874	0.012995578	0.016606637	8
pcp_sep	0.028468951	0.025861698	0.029793796	0.0196779	0.025988275	4
pcp_oct	0.024647081	0.016979368	0.061759268	0.019229431	0.020390173	6
ndvi_jul	0.008197692	0.008166157	0.008779531	-0.002549299	0.007409104	12
ndvi_aug	0.000241618	0.020462432	0.060825728	0.030357606	0.019646384	7
ndvi_sep	0.000777406	0.008875388	0.012165402	0.01200913	0.007890856	11
ndvi_oct	0.003207095	0.025613362	0.067128133	0.075887534	0.027364249	3
popRFH	0.016169833	0.026269787	0.160102904	0.022094406	0.030235883	2
popRGH	0.035586026	0.0371285	0.107362475	0.060037471	0.041607041	1
st_sep	0.002405301	0.009840893	0.056638824	0.015036212	0.011043559	9
st_oct	0.042293062	0.017900934	0.068181634	0.047967484	0.026304994	4
swe_sep	0.005843017	0.010302484	0.027825139	0.014376287	0.010627901	10
swe_oct	0.013524287	0.015509845	0.026893526	0.012493754	0.015430054	8
pcp_sep	0.02595444	0.026400519	0.028264227	0.018875779	0.025843711	5
pcp_oct	0.025026778	0.017014427	0.059872402	0.018464073	0.020298886	6
ndvi_jul	0.008606339	0.00806302	0.009350571	-0.002990402	0.007408981	12
ndvi_aug	-0.000669294	0.020285614	0.060398732	0.031209806	0.01939462	7
ndvi_sep	0.002932078	0.008954772	0.010307968	0.012499211	0.008270772	11
ndvi_oct	0.004293288	0.025482478	0.071356264	0.075207748	0.027573577	3
popRFH	0.015973341	0.027014952	0.158467145	0.022031212	0.030651923	2
popRGH	0.03650308	0.035981269	0.107116594	0.054984053	0.040520216	1
st_sep	0.002118297	0.009731218	0.058210731	0.013924335	0.010925789	9
st_oct	0.040476811	0.018009781	0.067523072	0.04867427	0.026080829	4
swe_sep	0.003706608	0.010511624	0.028755664	0.018295652	0.010763958	10
swe_oct	0.013049016	0.016294293	0.030764948	0.016316368	0.016410628	8
pcp_sep	0.027011899	0.025996832	0.029920468	0.018666831	0.025793121	5
pcp_oct	0.02424292	0.018286942	0.059054907	0.016879177	0.020963104	6
ndvi_jul	0.008428546	0.008300214	0.010099773	-0.00326453	0.007566418	12
ndvi_aug	-0.001259284	0.022455218	0.057920608	0.027665843	0.02052442	7
ndvi_sep	0.000730712	0.009824824	0.012224633	0.01367499	0.008733061	11
ndvi_oct	0.004447142	0.025128242	0.068069286	0.079488288	0.027525424	3
popRFH	0.015518802	0.027526315	0.161311738	0.021882845	0.031124838	2
popRGH	0.034147074	0.037548077	0.108795124	0.055777444	0.041455908	1
st_sep	0.000933539	0.010051435	0.061888724	0.017690821	0.011377955	9
st_oct	0.041845656	0.016975116	0.06885513	0.048889337	0.025673773	5
swe_sep	0.006550841	0.010147588	0.029222281	0.015467552	0.010753577	10
swe_oct	0.011404405	0.016527032	0.023439399	0.013817311	0.015812935	8
pcp_sep	0.026974175	0.027181702	0.03177595	0.019023938	0.026717235	4
pcp_oct	0.022153524	0.01752873	0.063694104	0.01677108	0.020289666	6
ndvi_jul	0.007150213	0.008250409	0.010597006	-0.004380208	0.007254079	12
ndvi_aug	-0.002355724	0.021464636	0.058088354	0.030363202	0.01982236	7
ndvi_sep	0.001938321	0.009050086	0.012017785	0.014129971	0.008395016	11
ndvi_oct	0.002827171	0.025552117	0.065304712	0.077316157	0.027313881	3
popRFH	0.016709471	0.024939797	0.116871645	0.025802872	0.027712088	2
popRGH	0.027068538	0.034957583	0.156116389	0.049580353	0.04008783	1
st_sep	0.000760327	0.010046131	0.064623587	0.01551641	0.011349011	9
st_oct	0.042049226	0.016707001	0.06751627	0.044432637	0.02509725	5
swe_sep	0.004945551	0.009892779	0.027831502	0.015229399	0.010239107	10
swe_oct	0.013633611	0.016839379	0.02866138	0.014127248	0.016623003	8
pcp_sep	0.027918406	0.027261326	0.029484251	0.017784824	0.026763107	4
pcp_oct	0.022584974	0.017901666	0.061210877	0.019077341	0.02065693	6
ndvi_jul	0.008139165	0.008493175	0.008074336	-0.002336243	0.007606962	12
ndvi_aug	0.002546652	0.021512947	0.056317317	0.031472774	0.020613262	7
ndvi_sep	0.001839645	0.008929899	0.013992654	0.014064792	0.008358194	11
ndvi_oct	0.004813969	0.026110632	0.065302901	0.072793476	0.027704959	3
popRFH	0.01817015	0.026734341	0.145103682	0.021460256	0.03020187	2
popRGH	0.034523065	0.039076414	0.125489368	0.053880726	0.043181579	1
st_sep	0.001264494	0.010508343	0.063448081	0.016574477	0.01182503	9
st_oct	0.041927817	0.016675536	0.066159409	0.047183506	0.025210819	5
swe_sep	0.005385697	0.010081795	0.026716758	0.013110785	0.010276528	10
swe_oct	0.012096927	0.017078588	0.027930561	0.012592259	0.016411118	8
pcp_sep	0.029574207	0.028100817	0.033459363	0.019242431	0.027941887	3
pcp_oct	0.023148639	0.018131865	0.059884615	0.018151179	0.020770007	6
ndvi_jul	0.006577791	0.009035195	0.011941231	-0.000913134	0.008018644	12
ndvi_aug	-0.000716187	0.020968593	0.058452768	0.029288692	0.019680839	7
ndvi_sep	0.001200455	0.009191232	0.012074054	0.014264198	0.008358797	11
ndvi_oct	0.003620608	0.024952017	0.071055747	0.075465397	0.027159658	4
popRFH	0.015910594	0.025960072	0.16421252	0.022204093	0.030200044	2
popRGH	0.036877063	0.036673107	0.110438725	0.05544677	0.041281722	1
st_sep	0.00111535	0.010048428	0.05887878	0.01443907	0.011080559	9
st_oct	0.042295216	0.017437757	0.066528982	0.048506693	0.025888101	5
swe_sep	0.00452287	0.00990455	0.028511708	0.016129007	0.010284715	10
swe_oct	0.01360658	0.016337049	0.030882086	0.015791102	0.016469373	8
pcp_sep	0.027127411	0.026479453	0.029430361	0.017440626	0.026031677	4
pcp_oct	0.02271451	0.017724503	0.061154107	0.020457283	0.020630287	6
ndvi_jul	0.007321909	0.009285538	0.009026429	-0.002176056	0.008121366	12
ndvi_aug	0.0007112	0.020706559	0.058829676	0.027308312	0.019540239	7
ndvi_sep	0.000268619	0.009794947	0.014727645	0.014643913	0.008819332	11
ndvi_oct	0.004413073	0.025677961	0.068182274	0.07187154	0.027378952	3
popRFH	0.014224096	0.025702704	0.165835081	0.015912086	0.029300068	2
popRGH	0.035694122	0.035837522	0.105656246	0.053801909	0.040176841	1
st_sep	0.001227316	0.010864926	0.061180803	0.014631319	0.01177424	9
st_oct	0.040084656	0.018289436	0.070085034	0.045001401	0.0260974	5
swe_sep	0.003478751	0.010631803	0.028923077	0.012187737	0.010379007	10
swe_oct	0.012662284	0.015772892	0.032267858	0.01481806	0.01590897	8
pcp_sep	0.02830725	0.028376183	0.031147644	0.018819863	0.027771871	3
pcp_oct	0.022277094	0.017538949	0.06081043	0.017246366	0.0201661	7
ndvi_jul	0.005642001	0.008698504	0.010432422	-0.00133238	0.00755078	12
ndvi_aug	-0.000389328	0.02356751	0.064200937	0.027564102	0.02174448	6
ndvi_sep	0.001021925	0.008735777	0.01482941	0.014339797	0.008166561	11
ndvi_oct	0.002637202	0.024744149	0.073116242	0.072431314	0.026658013	4
popRFH	0.014323613	0.027064459	0.160542523	0.026044522	0.030790679	2
popRGH	0.034736802	0.035543449	0.111589407	0.054259758	0.040114157	1
st_sep	0.002524692	0.009738113	0.059814668	0.02063126	0.011597591	9
st_oct	0.039587657	0.01722673	0.063942585	0.044264786	0.024944067	5
swe_sep	0.003484993	0.00966584	0.028607429	0.012730511	0.009720986	10
swe_oct	0.014885599	0.016834842	0.033075635	0.013793458	0.016995345	8
pcp_sep	0.026530993	0.025779387	0.029926693	0.018086304	0.025519215	4
pcp_oct	0.021816656	0.017666446	0.06097274	0.018837837	0.020331713	6
ndvi_jul	0.006655731	0.008517151	0.009520171	-0.002795186	0.007452008	12
ndvi_aug	0.000365306	0.021574048	0.058251122	0.030151926	0.020323249	7
ndvi_sep	0.00322035	0.008573892	0.014816453	0.014305135	0.00836139	11
ndvi_oct	0.005442743	0.024453456	0.067325759	0.074863337	0.026863164	3
popRFH	0.0167679	0.028033751	0.159590977	0.026073448	0.031873315	2
popRGH	0.033196315	0.035828969	0.111390104	0.059161278	0.040398285	1
st_sep	0.002756791	0.010143427	0.059563502	0.016914836	0.011615643	9
st_oct	0.042403623	0.016743085	0.06606701	0.046694874	0.025252069	5
swe_sep	0.00506676	0.009584498	0.025061431	0.012797859	0.00975217	10
swe_oct	0.016244022	0.015352995	0.024972872	0.013858691	0.015806657	8
pcp_sep	0.028453765	0.025616184	0.027059031	0.018933223	0.025650362	4
pcp_oct	0.023976355	0.016570352	0.057899847	0.016509413	0.019553453	7
ndvi_jul	0.007380336	0.008751008	0.011014873	-0.00171191	0.007867648	12
ndvi_aug	0.000988239	0.021620488	0.056001745	0.028834739	0.020247018	6
ndvi_sep	0.001466901	0.008701381	0.013304493	0.01224347	0.007932383	11
ndvi_oct	0.006171483	0.023790915	0.071605697	0.073016946	0.026525834	3
popRFH	0.016738195	0.028824558	0.157724205	0.020634553	0.031954071	2
popRGH	0.038179423	0.03963847	0.112665528	0.061257754	0.044119659	1
st_sep	0.001682322	0.01050084	0.058189649	0.014787946	0.011482438	9
st_oct	0.043529854	0.018077651	0.06693728	0.049435416	0.026653849	4
swe_sep	0.003689533	0.00961755	0.029100222	0.014471116	0.009871882	10
swe_oct	0.014763492	0.016123121	0.027649532	0.010668806	0.016019483	8
pcp_sep	0.026570039	0.026490468	0.030842125	0.017862089	0.026041284	5
pcp_oct	0.023622295	0.015561157	0.058994915	0.015403035	0.018784416	7
ndvi_jul	0.007353633	0.008018305	0.011064569	-0.004596214	0.007128649	12
ndvi_aug	-0.002634321	0.021563616	0.057513594	0.029668557	0.019781241	6
ndvi_sep	0.00154429	0.010047207	0.011542663	0.013295566	0.008958673	11
ndvi_oct	0.003856691	0.025211155	0.071072177	0.075007397	0.027304393	3
popRFH	0.018489158	0.027757856	0.154262137	0.023351863	0.031494975	2
popRGH	0.038152834	0.036382594	0.108035038	0.061076454	0.041612138	1
st_sep	0.001506807	0.010177283	0.061016293	0.015500161	0.011398158	9
st_oct	0.04187812	0.017443759	0.069984388	0.049769347	0.026073823	5
swe_sep	0.004823675	0.009857301	0.029061821	0.017900659	0.010415263	10
swe_oct	0.015167727	0.016241106	0.030487871	0.014126448	0.016540165	8
pcp_sep	0.027628494	0.026122861	0.031493	0.020138163	0.026148719	4
pcp_oct	0.022630039	0.017680473	0.063495904	0.018262063	0.020525697	6
ndvi_jul	0.009089461	0.009465374	0.010652421	-0.002850512	0.008539049	11
ndvi_aug	-6.01E-05	0.021391967	0.060733221	0.026414512	0.019972897	7
ndvi_sep	0.002038876	0.008326678	0.012921297	0.011669357	0.007732998	12
ndvi_oct	0.004741503	0.025238261	0.071785607	0.076796761	0.02762052	3
popRFH	0.016275088	0.026564028	0.156474048	0.022696291	0.03033075	2
popRGH	0.03317561	0.036445731	0.108604798	0.055675705	0.040463556	1
st_sep	0.00169407	0.010589532	0.059951393	0.014285705	0.011577919	9
st_oct	0.041400612	0.017113051	0.065982074	0.047884048	0.025504773	5
swe_sep	0.004701797	0.009801995	0.031487137	0.014861517	0.010270886	10
swe_oct	0.014228978	0.015770585	0.033439241	0.015664764	0.016320875	8
pcp_sep	0.026791591	0.027102608	0.029167395	0.019096198	0.026564527	4
pcp_oct	0.023163023	0.016909053	0.064769021	0.017690936	0.020111325	7
ndvi_jul	0.007958293	0.009564849	0.011479551	-0.003644547	0.008445789	12
ndvi_aug	0.000738646	0.022624596	0.059834907	0.030517134	0.021250172	6
ndvi_sep	0.000996915	0.009831987	0.016812055	0.012018989	0.00884428	11
ndvi_oct	0.002687378	0.025748404	0.072806368	0.073614943	0.027513023	3
popRFH	0.014679668	0.026903206	0.157472698	0.014856539	0.029804388	2
popRGH	0.034686325	0.038097671	0.110203607	0.057346967	0.042135445	1
st_sep	0.00225049	0.00995903	0.057655616	0.014637201	0.011132189	9
st_oct	0.04202002	0.016453513	0.064324872	0.045820673	0.024869443	5
swe_sep	0.005430855	0.0097354	0.029209835	0.016768193	0.010383991	10
swe_oct	0.014922041	0.015746087	0.029482037	0.014272738	0.016102556	8
pcp_sep	0.027952376	0.027186154	0.028482238	0.020442039	0.026879579	3
pcp_oct	0.022363191	0.017133745	0.062167774	0.017045867	0.019957266	6
ndvi_jul	0.006704223	0.008141105	0.006965563	-0.00279337	0.007065922	12
ndvi_aug	-0.000235598	0.020802014	0.065932977	0.027801234	0.019898865	7
ndvi_sep	0.00270124	0.010116363	0.012953404	0.017095362	0.00952304	11
ndvi_oct	0.002601864	0.024502531	0.070925285	0.074456559	0.026513955	4
popRFH	0.015229693	0.027703999	0.160836103	0.027061733	0.031518307	2
popRGH	0.033316691	0.036779808	0.109721089	0.058758093	0.040987619	1
st_sep	0.001896087	0.01046304	0.063362193	0.014419479	0.011660785	9
st_oct	0.042438685	0.01893332	0.074804884	0.049672336	0.027446204	3
swe_sep	0.005925835	0.010118693	0.030828423	0.016730651	0.010840655	10
swe_oct	0.015450454	0.01725961	0.026717657	0.013401947	0.01709355	8
pcp_sep	0.026180397	0.026156781	0.029525786	0.017103015	0.025614361	5
pcp_oct	0.021038028	0.017747988	0.063226065	0.016964318	0.020238444	6
ndvi_jul	0.006919705	0.008486664	0.01170429	-0.001662393	0.007631352	12
ndvi_aug	-0.000134364	0.021605612	0.055367833	0.029257311	0.020103637	7
ndvi_sep	0.003286473	0.009823351	0.012213519	0.010295885	0.008880922	11
ndvi_oct	0.00512038	0.023759074	0.065581031	0.070620376	0.02592034	4
popRFH	0.018810998	0.025394056	0.117715308	0.025155412	0.028342357	2
popRGH	0.02864363	0.03636281	0.157748072	0.047889573	0.041297313	1
st_sep	0.001372131	0.010294858	0.068094801	0.016505554	0.011832731	9
st_oct	0.042051124	0.016153895	0.066215888	0.048293511	0.024946783	5
swe_sep	0.004585828	0.010326893	0.029966187	0.015978904	0.010654099	10
swe_oct	0.013346901	0.017532186	0.029411907	0.011355229	0.016927744	8
pcp_sep	0.025465956	0.028380419	0.031057887	0.01954454	0.027360341	4
pcp_oct	0.022300285	0.018485972	0.061099552	0.015010668	0.020738384	7
ndvi_jul	0.007290886	0.009108711	0.009189251	-0.002265867	0.007976927	12
ndvi_aug	-0.000269829	0.022366122	0.056756955	0.03040144	0.020748038	6
ndvi_sep	0.001898791	0.010471568	0.012182598	0.010785614	0.009180574	11
ndvi_oct	0.00399363	0.025687081	0.065831812	0.076779368	0.027530676	3
popRFH	0.015029303	0.025738847	0.134098007	0.026831079	0.028828107	2
popRGH	0.031153958	0.036362259	0.133462415	0.049605774	0.040736838	1
st_sep	0.001556463	0.010010143	0.058651492	0.014348907	0.011098529	9
st_oct	0.042074681	0.018170846	0.067112189	0.045778051	0.02620974	5
swe_sep	0.006309868	0.009778231	0.027828552	0.015765661	0.010439541	10
swe_oct	0.014311981	0.016085223	0.031509898	0.012033232	0.016174512	8
pcp_sep	0.02800964	0.026661619	0.030754303	0.018392185	0.026466384	4
pcp_oct	0.022893005	0.017834347	0.060274056	0.01507929	0.020325437	6
ndvi_jul	0.006800964	0.009199565	0.011787926	-0.003235925	0.008032135	12
ndvi_aug	-5.37E-06	0.019915116	0.060932268	0.029774722	0.019184756	7
ndvi_sep	0.001784147	0.008800789	0.01289882	0.014190362	0.008227669	11
ndvi_oct	0.004624781	0.025603172	0.068255644	0.077985479	0.027772072	3
popRFH	0.015784582	0.027767679	0.165762128	0.022096772	0.031554712	2
popRGH	0.035620515	0.035536161	0.108755858	0.057622598	0.040333313	1
st_sep	0.000898416	0.010361248	0.062186649	0.014837221	0.01146293	9
